Categorie;Email
Belasting, Werk en Inkomen;Restaurant in IJburg. Bezig met bezorgen. Als bezorger binnen pakketje ophaalt, krijgt hij een boete. Dit is slechts een kwestie van laden en lossen. Ook dan weer een boete. Boetes worden uitgeschreven door handhavers.Rond de tafel zitten hierover. Klant behoeft een laad en losplek.
Belasting, Werk en Inkomen;ik wil graag mijn beklacht doen over een naar mijn mening gevaarlijke situatie op de openbare weg. Er is hier een loop<wbr />/fietspad gesitueerd aan biede kanten van de doorgaande weg.<br />Er is sinds kort een buitenschoolse opvang de Natuurfontijn gesitueerd die inmiddels 7 bakfietsen heeft. Deze bakfietsen worden aan de kant van de weg geparkeerd waardoor de voetgangers<wbr />/fietsers over de doorgaande weg moeten. Ik vind het een gevaarlijke situatie. 100 meter verderop is er een mogeijkheid om deze fietsen te parkeren op een veilige wijze.Ik wil graag dat zij serieus naar het probleem kijken. Er ontstaat echt een ontzettend gevaarlijke situatie op deze manier en het kan niet zo zijn dat er pas iets aan gedaan wordt als het te laat is.
Openbare Ruimte;Op 17 februari stond er opeens een glasvezelkabelkast van 135x165 voor mijn woning. Ik ben hier van te voren niet over geinformeerd. Ook omwonenden zijn er niet over ingelicht.Ik wil graag dat er contact met mij en de overige bewoners van het plein opgenomen wordt en dat er in samenspraak gekeken wordt naar een andere locatie voor deze kast. Het is zonde van het straatbeeld.
Parkeren;De klachtzuil zit vol met plakwerk over elkaar heen. Dit ziet er niet mooi uit. Is al meerdere keren gemeld (MOR en klacht) maar heeft geen effect.Heeft eerder een klacht ingediend maar daar alleen een reactie op gekregen dat de klacht is behandeld zonder verdere uitleg.
Belasting, Werk en Inkomen;Bij de aanvraag van een nieuwe ID-kaart werd mij verteld dat er bekeken zou worden of ipv het afhalen van de kaart iemand op huisbezoek zou komen om de nieuwe kaart langs te brengen. Ik zou hierover opgebeld worden.Ik zou willen dat ze voor personen van hoge leeftijd en hele kleine of geen mobiliteit wel huisbezoeken afleggen.
Belasting, Werk en Inkomen;Zaaknummer ZK14005519 Op 4 december 2014 kreeg ik een bevestiging van de afdeling registratie. Ik heb sindsdien niets gehoord. Twee maanden moet toch genoeg zijn. <br />Mijn telefoonnummer is 020 6971666, mijn e-mail (liever) is t.veenstra311@gmail.com. Noch het nr. 14020 noch het vervangende nummer werkt.
Belasting, Werk en Inkomen;Meneer voelt zich niet netjes behandeld. Hij voelt zich gediscrimeerd. Hij had telefonsich een afspraak gemaakt voor het erkennen van zijn kind maar is het tijdstip vergeten en had geen e-mail ontvangen. Hij werd doorverbonden met SD Centrum en kreeg een mevrouw aan de lijn die vertelde dat hij geen afspraak had en om zijn kind te erkennen. De medewerker van SD Centrum heeft hem niet netjes behandeld en wilde niet luisteren naar meneer.
Openbare Ruimte;Meneer probeert al vanaf 9 uur vanochtend met iemand in zuid in contact te komen ivm veilig ondernemen keurmerk. Hij wordt de hele tijd door zowel het stadsdeel als door ons niet fatsoenlijk geholpen omdat sd zuid suggereert aanwezig te zijn maar er kan de hele tijd niemand aan de lijn komenNee
Openbare Ruimte;het veranderen van kinder speelplaatshet bespreekbaar maken
Parkeren;Te weinig oplaadpunten elektrische auto's en te vaak bezet met foutparkeerders (niet laden wel parkeren) en te lang bezet met elektrische voertuigen die al vol zijn.Meldpunt fout parkeerders. Nu gaat dat via 14020. Duurt veel te lang (circa 10 minuten)(ontmoedigingsbeleid?) en de sleepauto komt nadat de foutparkeerders al vertrokken zijn. Ook worden er onzinnige vragen gesteld
Openbare Ruimte;When I came to the information desk in the Geemente on 19th of January to book an appointment for my first registration, the officer on the desk signed the appointment for the 2nd of February and told me that the registration will be valid from the day of the booking 19th January not from 2nd of February,  but now I can see that I'm registered from 2nd of February? ? <br />I wonder why is like that?Nee
Openbare Ruimte;Ik heb in korte tijd meerdere keren problemen gehad met medewerkers van Handhaving die zich weigeren te legitimeren. Zodra ik dit vraag word ik bijna zonder uitzondering agressief benaderd en de medewerkers deden dit zonder uitzondering uiteindelijk niet. Ik heb dit probleem gehad op 2 mei en aan het begin van de nacht van 15 op 16 mei midden op het Thorbeckeplein met een donkere medewerker. Ik heb gisteren weer een zeer vervelende ervaring gehad met medewerkers van Handhaving en durf eigenlijk niet meer om legitimatie te vragen, omdat het nog nooit gebeurd is dat een medewerker die ik dit gevraagd heb ook heeft gedaan.Nee
Openbare Ruimte;Het aanvragen van een voorziening duurt te lang. Een aanvraag duurt acht weken, en voor mensen met een laag inkomen is dit te lang voordat ze gebruik kunnen maken van voorzieningen.Nee
Openbare Ruimte;Ik en mijn gezin zijn sinds 1 oktober 2014 woonachtig in een crisisopvang in Lelystad. In de tussentijd heb ik een rekening gekregen van de gemeente Amsterdam (een factuur waar ik nooit iets van wist) die ik moet betalen. De rekening is van wat ik heb begrepen van 2004. Ik heb hierover contact gehad met de gemeente en ik kon een kwijtscheldingsformulier bij de gemeente ophalen, invullen en inleveren. Ik heb hierna niets meer gehoord en nu blijkt dat er beslag is gelegd door de gemeente op mijn vakantiegeld.Nee
Belasting, Werk en Inkomen;Op 22 september heb ik vanuit de Scholierenvergoeding een declaratie ingediend m.b.t. Ov-kosten voor school (mijn zoontje zit op een VSO, maar omdat hij te dicht bij woont heeft hij geen recht op het Scholierenvervoer. Ook heeft hij geen recht op de reguliere vergoeding voor het OV, omdat hij maar 1 ster reist. Vandaar dat ik zijn OV-kosten via zijn Scholierenvergoeding wil declareren, want ik heb zelf niet genoeg geld daar voor.) Op 30 september jl. heb ik met het DWI gebeld (Mevr. van Putten) om te vragen waarom de declaratie niet was uitgekeerd. Mevrouw vertelde mij dat ik hierover terug gebeld zou worden (mevrouw heeft mijn telefoonnummer genoteerd). Tot op heden ben ik nog steeds niet terug gebeld en heb ik nog steeds geen antwoord op mijn vraag.Mij alsnog laten weten waarom mijn declaratie niet uitbetaald is en dat men er op toe ziet dat men terug gebeld wordt als men dat belooft.
Basisinformatie;Er wordt 3x pm een mora gemaakt, omdat de bovengrondse container vol zit en mensen hun vuilniszakken er bovenop neerzetten. Er is eerder een gesprek geweest met gem reinigingsdienst. Echter is hier niets aan gedaan. Het zijn 2 verschillende teams die de ondergrondse- en bovengrondse container legen. De dienst van de bovengrondse container haalt vuilniszakken er af en doet verder nietsClnt zou graag willen dat de communicatie tussen de diensten beter zou zijn en zou een gesprek willen met verantwoordelijke van dereinigingsdienst om dit structurele probleem op te lossen
Openbare Ruimte;1. In augustus 2014 heb ik samen met mijn broer, Henri de Sauvage Nolting, een brief gestuurd waarin wij, als eigenaren van Saxen Weimarlaan 16, 1075 CB, te Amsterdam, gezamelijk een verzoek indienen om mij als WOZ eigenaar voor het gehele pand bij uw dienst te registeren. Begin februari heeft u telefonisch bevestigd dat deze brief is ontvangen. Echter deze aanvraag is niet correct doorgevoerd. Kennelijk sta ik enkel bij u geregistreerd als WOZ eigenaar voor BG. Zodoende stuur ik u de brief nogmaals op zodat u dit in ieder geval voor 2016 kunt aanpassen. 2. Tevens heb ik per 1 januari mijn woonadres gewijzigd naar onderstaand adres in de Verenigde Staten. Begin februari heb ik nog met uw dienst hierover gebeld en telefonisch heeft men bevestigd dat dit is doorgevoerd. Zodoende zou ik de WOZ aanslag op mijn huidige woonadres ontvangen. Desalniettemin heb ik toch de WOZ aanslag (enkel voor BG) op mijn oude woonadres ontvangen.Graag een aanpassing in uw systeem wat betreft beide genoemde punten. Graag een schriftelijke bevestiging naar mij. Bij voorbaat dank.
Openbare Ruimte;Ik heb een naheffingsaanslag parkeerbelasting, biljetnummer 36290380, die onterecht is (zie bijlage, betaalbewijs dd 29-10-2014, ticketnummer 48447), aangezien ik een dagkaart betaald heb. <br />Ik woon op Bonaire en ben ik daar ook nog verhuisd, waardoor ik deze aanslag helaas pas recent ontvangen heb, dus ik ben te laat met reageren.Boete intrekken.
Openbare Ruimte;Op afgelopen vrijdag 5 december 2014, heb ik geen P+R parkeerkaart kunnen bemachtigen door een fout bij de inrij-automaat van Qpark in staddeel west, Bos en Lommer.<br />Hierdoor kon ik ook geen GVB kaartjes voor het goedkopere tarief kopen, omdat ik niet de P+R kaart had.<br /><br />Hierdoor heb ik uiteindelijk wel meer dan de helft betaald, door een fout van de gemeente<wbr />/Qpark.Ik zou graag een vergoeding van de kosten willen, aangezien het mij veel extra stress en moeite heeft gekost.
Basisinformatie;Had van daag gebeld  naar aanleiding van een defecte buitendeur kreeg geen respons van leverancier om hem te herstellen<br />daar wmo deze leverancier heeft aan gesteld wou ik dit melden ---helpdesk  antwoord heb ik niks mee te maken  wij hepen je niet kan je niet helpen dag meneer   --en daar mocht ik het mee doen <br /><br />uit eindelijk is alles in orde gekomen en kon ik toch eten halen en de weer de hond uit laten ---dus heb gelukkig te eten met kerst ----verder wens  dat deze dame wel  prettige dagen heeft--- verder wens ik wmo wel fijne dagen toe<br /><br /><br />wimniks-- ter uwer info
Parkeren;zwerfvuil voor mijn huis.Graag met de grofvuil wagen langskomen, anders wordt alles zoals altijd in de gracht geschopt door dronken personen.
Basisinformatie;Een (donker gekleurde) medewerker van stadsreiniging (op zo'n kar) zat te plassen tegen de muur achter bij de parkeerplaatsen, tegenover de huizen op de Dom H vd Laanstraat 21.de medewerker een waarschuwing geven, het is niet normaal dat je in een woonwijk tegenover huizen tegen een muur gaat plassen.
Belasting, Werk en Inkomen;de klacht betreft het niet ophalen van het huisvuilnis op vrijdag 7 nov. Ik heb dit  zaterdag morgen gemeld op tel nr 14020. Daar is de melding genoteerd en doorgegeven aan de vuilnisophaaldienst.<br />Vandaag was het vuilnis nog steeds niet opgehaald. Weer gebeld met 14020. De melding was doorgegeven aan de vuilnisophaaldienst, maar daar gaf men aan dat morgen, of uiterlijk woensdag te zullen doen. Een dergelijk afhouden leidt mij daardoor tot een klacht.opdracht geven om de berg huisvuil onmiddellijk weg te halen en voortaan deze plekken niet over te slaan.
Openbare Ruimte;17 februari Vorige week dinsdag paspoort met spoed aangevraagd. Vingerafdruk konden niet worden afgenomen vanwege gladde vingers. Het paspoort zou maar een jaar geldig zijn. Nu blijkt het paspoort na een week nog niet aanwezig te zijn. <br />Volgend jaar wil klant kosteloos een nieuw paspoort
Openbare Ruimte;Ik woon op de Keizersgracht, op het stuk tussen de Leliegracht en de Herenstraat.<br />Momenteel vinden er in de omgeving erg veel verbouwingen plaats. Naar mijn en de mening van een aantal omwonenden worden er te veel parkeervergunningen afgegeven aan de bouwbedrijven die hier dan parkeerplaatsen innemen om de busjes, schaftketen, openbaar toiletten neer te kunnen zetten. Voor mijn deur zijn er al 6 plekken op die wijze ingenomen, aande overkant ook 8. Aan de Leliegracht zijn er 12 plekken op die manier vergeven. Het staat niet meer in verhouding tot het aantal beschikbare parkeerplaatsen. Er staan ook hekken omheen, waardoor er, wanneer er niet gebouwd wordt, ook niet geparkeerd kan worden door omwonenden en hun eventuele bezoek. Daarbij komt dan ook nog dat er een bord staat dat waarop staat aangegeven dat de werkzaamheden tot oktober gaan duren. Ik heb al gevraagd al gevraagd of de hekken weggehaald kunnen worden, maar dat kan niet.Ik zou het fijn vinden als de gemeente het beleid van het vergeven van dergelijke parkeervergunningen onder de loep wil nemen. Wanneer een bewoner een parkeervergunning aanvraagt, moet men bij wijze van spreken door een hele comissie heen en het lijkt wel alsof de parkeervergunningen voor bouwbedrijven aan de lopende band worden weggegeven. Natuurlijk begrijp ik dat deze mensen ook hun werk moeten kunnen doen. Maar gezien het algemene parkeerbeleid in de gemeente, lijkt het mij dat er wat meer secuur mee moet worden omgegaan om ook omwonenden tevreden te houden. Het parkeren in dit gebied is ook duurder geworden, maar op deze wijze krijgen wij voor meer geld alleen maar minder parkeerplaatsen.
Openbare Ruimte;Zeer uitgebreide schade aan het grasveld door het kappen van bomen.De zeer uitgebreide schade aan het grasveld herstellen. En in de toekomst graag zorgvuldiger te werk gaan. Ik vind het absurd dat er zoveel schade is toegebracht en er geen actie is ondernomen hierop.
Parkeren;Tot mijn grote verrassing kreeg ik vandaag een naheffingsaanslag parkeerbelasting. Blijkbaar stond mijn auto op 2 oktober jl. om 09.14 uur op de Th. Delistraat in Amsterdam. Zeer vreemd, daar ik gewoon in Maastricht was die dag, sterker nog, ik ben nog nooit in Amsterdam geweest! Ik werk in een peuterspeelzaal en die dag heeft mijn auto gewoon op de parkeerplaats gestaan in Gronsveld (gemeente Eijsden). Ik weet niet hoe men aan mijn gegevens komt, maar dat zou ik wel bijzonder graag willen weten. Ik hoop dat u mij kunt adviseren hoe dit nu verder aan te pakken, want ik leef met mijn drie zonen op bijstandsniveau en heb geen geld om parkeerboetes gebaseerd op fictieve feiten te betalen of om via Rechtbank mijn gelijk te gaan halen. Ik ben hier echt woedend over, ik ben ernstig ziek en nu kan ik me ook nog gaan bezighouden met dit soort flauwekul! Graag spoedig uw reactie.<br /><br />Ik wil zsm bericht dat ik deze aanslag kan verscheuren. Ongelofelijk dat ik me nu ook nog moet gaan bezighouden met dit soort belachelijke zaken!!
Belasting, Werk en Inkomen;Brief ontvangen met kenmerk TOER 2013. Ik heb formulier toeristenbelasting aangevraagd voor 2014 en niet voor 2013. Nu wederom op 28-03-2015 een brief ontvangen met het verzoek of ik aanslag voor 2013 wil invullen<wbr />/versturen. Ik heb hier niet om gevraagd en wens dus ook geen actie te ondernemen.<br /><br />Ik heb hierop een mail gestuurd met de vraag wat te doen en kreeg geen antwoord op mijn vraag maar een gestandaardiseerd antwoord over bezwaar maken. Vervolgens gebeld met Gemeente en er werd gemeld dat ik alsnog het formulier voor 2013 moet invullen en dan 0 invullen. Dit wens ik niet te doen omdat ik hier niet om heb gevraagd. <br />Graag hoor ik een reactie over deze actie 'TOER 2013'. Ongevraagd formulieren toezenden en dreigen met verzuim komt naar mijn mening wat bot over, en dan vervolgens de actie bij de bewonder neerleggen is ook vreemd.<br />Alle bewoners die ongevraagd een aanslag voor 2013 hebben ontvangen inlichten over deze 'fout' en vermelden dat, wanneer zij in 2013 niet verhuurd hebben, zij geen actie hoeven te ondernemen.
Parkeren;Bewaking Oeverlanden, 23:00<wbr />/0:00 2 bewakers in zwart gekleed, komt bedreigend over,Nee
Openbare Ruimte;Mijn fiets is aan de Amstelveenseweg bij Station Zuid weggeknipt en meegenomen omdat hij aan een lantaarnpaal stond. Er staat nergens dat dit niet mag!Ik wil dat de gemeente de kosten van het ophalen van mijn fiets, mijn slot en reiskosten naar het fietsdepot vergoedt. Ik heb een VANMOOF no.5 fiets (http:<wbr />/<wbr />/www.lokalheroz.com<wbr />/wp-content<wbr />/uploads<wbr />/2010<wbr />/05<wbr />/vanmoof-no51-620x457.jpg) met ingebouwd slot dus dat is niet zomaar te repareren. Ik vind het onterecht dat mijn fiets is weggeknipt aangezien er nergens staat dat ik mijn fiets daar niet mag neerzetten. Wel staat er een bord dat fietssen niet langer dan 28 dagen mogen blijven staan maar er staat niks over 'fout parkeren'.
Belasting, Werk en Inkomen;de prijs van een dag PV + R parkeerplaats werd tweemaal geteld voor 24 uur.Nee
Belasting, Werk en Inkomen;Bepaling WOZ-waarde. <br />Op 30 augustus 2013 ben ik eigenaar van mijn woning geworden voor EUR 740.000, maar bij beschikking van 30 september 2014 (nummer 36039786) is de WOZ-waarde vastgesteld op EUR 959.000 (peildatum 1 januari 2013). <br />Dit is in strijd met jurisprudentie van de Hoge Raad, die heeft geoordeeld dat een recentelijk betaalde koopprijs in principe maatgevend is voor de WOZ-waarde. Na ingediend bezwaar is de WOZ-waarde dan ook aangepast tot ongeveer het bedrag van de koopprijs. <br />Voor het nieuwe jaar, met peildatum 1 januari 2014, is de waarde echter vastgesteld op EUR 855.000 (beschikking van 28 februari 2015, nummer 36906436). <br />Na bezwaar is ook nu het bedrag teruggebracht tot de werkelijke waarde, maar waarom moet ik daarvoor steeds bezwaar aantekenen? De Hoge Raad is toch duidelijk?De volgende keer meteen de juiste WOZ-waarde vaststellen.
Belasting, Werk en Inkomen;Gisteren (5-3) wilde ik met mijn auto kenteken 36-XXB-3 weg die ik op 25-2 voor het laatst had gebruikt. Op die plek waren werkzaamheden bezig en mijn auto was weg. Er stonden borden met daarop een nummer van een fietsdepot, maar niet waar ik terecht kon voor mijn auto. na lang uitzoekwerk kwam ik erachter dat mijn auto eigenhandig was verplaatst waardoor de auto bijna niet te starten was aangezien de sleutel er niet meer in ging, stuurkolom zat op slot.<br />Omdat ik van te voren nergens van op de hoogte was en naderhand niet was ingelicht (terwijl dat vrij makkelijk is via Cition, simpelweg een kenteken intoetsen), vind ik deze werkwijze vrij brutaal. Ik word nergens over ingelicht en mag zelf op zoek gaan bij wie ik moet zijn!Ondezoeken hoe het kan dat het op deze manier gebeurt, met een heel scan systeem voor kenteken. Als ik hier de volgende ochtend achter had gekomen, had ik niet naar mijn werk gekund en aangezien ik docent ben hadden hier 100 kinderen van de dupe geweest + een kwade werkgever. Ga dit maar uitleggen. Stuur een mail, bel iemand op: uw auto is verplaatst, excuses
Openbare Ruimte;De website http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/parkeren-verkeer<wbr />/parkeren-amsterdam<wbr />/parkeren-straat<wbr />/parkeren-straat<wbr />/kaart<wbr />/ is niet up to date!De website aanpassen en up to date houden!
Openbare Ruimte;Hier is eerder een melding van gedaan en de klacht is zeer slecht afgehandeld. Een prullenbak is zonder enig overleg of aankondiging voor onze winkel geplaatst. Deze willen wij verplaatst zien worden naar een van de zovelen eettentjes. Ik hoor graag hoe dit geregeld kan worden. <br /><br />Wij hebben het beste voor met de Zeedijk en willen dat dit een gezellige mooie leefbare straat wordt (is). Zo willen wij graag een bankje neerzetten en gezellige plantjes (uiteraard met vergunning) maar met een vieze prullenbak voor de deur is dit niet bepaald aantrekkelijk. <br /><br />Daarnaast is er een fietsen probleem, de prullenbak nodigt blijkbaar fietsen uit om je fiets tegenaan te parkeren. Ik weet dat je geen fietsen mag parkeren op de Zeedijk maar dit is Amsterdam en mensen doen het toch. Het loopt nu echt de spuigaten uit, zie foto's toegevoegd. Ik hoop op de medewerking van de gemeente of dat er naar een oplossing wordt gekeken want dit is een erg vervelende situatie.Ja
Openbare Ruimte;Geachte heer<wbr />/mevrouw,<br /><br />Onderstaande melding is tot op heden niet behandeld.<br /><br />Dit is niet de eerste keer dat meldingen mbt tot onderhoud aan de spaarndammerbuurt niet behandeld worden. Onderhoud wordt niet gereled uitgevoerd en het doen van simpele aanpassingen zoals grotere vuilnisbakken worden niet opgepakt.<br />Hartelijk dank voor uw melding over Wegen, verkeer, straatmeubilair - Onderhoud stoep, straat en fietspad met registratienummer MORA-0305577. Deze hebben wij ontvangen op 12-01-2015, om 22:34 uur. Wij handelen uw melding binnen drie werkdagen af. Als het langer duurt, nemen we contact met u op. Voor een aantal meldingen gelden bij sommige stadsdelen andere afhandeltermijnen .<br />Gewoon de boel onderhouden, goten vegen, stoep herstellen nar werkzaamheden, net zoals in andere stadsdelen. Broodnodige aanpassingen zoals grotere vuilnisbakken in de spaarndammerstraat plaatsen. Deze staan immers ook in andere in minder drukbezochte straten zoals de Nova Zemblastraat. Deze suggesties en opmerkingen zijn doorgegeven aan winkelstraatmanager, beheerder, manager vd de reiniging maar geen van allen doet er echt iets mee.<br />
Openbare Ruimte;ik heb een klacht.in nederland hoort iedereen gelijk te zijn en wet is wet.<br />hoe kan het dan zo zijn dat in de ene profincie van nederland iemand een langdurigheids toeslag krijgt en een andere profincie niet.<br />dan noem ik discriminatie. voor de wet is dus niet iedereen gelijk.en word dus ook niet iedereen gelijk behandeld.<br />mvgrt y v d veldeik zou graag zien dat iedereen gelijk werd behandeld....<br />en iedereen in een en dezelfde situatie   dezelfde rechten heeft..<br />de wet bepaald namelijk dat een ieder gelijk is.
Openbare Ruimte;FietsdiefstalIk verwijs u door naar mijn toegevoegde brief
Belasting, Werk en Inkomen;Geachte heer<wbr />/mevrouw, ik heb geen klacht over de gemeente. Ik wilde een mail sturen aan Frank Cardon, bij deze de vraag of u dit bericht kan doorgeven aan hem. <br />Ik woon enkele weken in Amsterdam en zit volop in de verhuizing. Een medebewoner heeft tot twee keer toe ingewenst gedrag laten zien en van een buurtbewoner vernam ik dat Frank Cardon de contactpersoon is.Niet enkel om te klagen, ook om mijn zorg over deze meneer te uiten. Nu ik gehoord heb dat hij een contactpersoon heeft, hoop ik dat hij ondersteund gaat worden.
Parkeren;Goededag,<br /><br />Ik heb wat te zeggen over het beleid betreft de aanvraag van de parkeervergunning . Ik woon 11 jaar in Amsterdam(centrum) en heb in 2012 een parkeervergunning aangevraagd (toen ik eindelijk een auto'tje kon aanschaffen). Eerder was mijn vergunning dus niet aan te vragen. Nu sta ik op de wachtlijst en aangezien het mij dagelijks veel inspanning kost (en tijd, ongeveer 75 min extra) om de auto in Noord te parkeren en heen en terug te fietsen naar huis wilde ik graag in aanmerking komen voor een overloopvergunning(tijdelijke plaats voor parkeren tijdens wachten van de officiele vergunning). Het is zo dat de overloopvergunningaanvraag voor mij gedaan is en ik te horen kreeg (een jaar geleden) dat de wachttijd voor de overloopvergunning net zo lang is als die van de officiele vergunning. Wat erop neerkomt dat het geen zin heeft. Dit komt omdat de aanvraag van de parkeervergunning in mijn geval Centrum 2 gekoppeld is aan een overlooplocatie waar ook net zoveel wachtenden zijn.Ik zou het redelijk vinden als de langswachtenden ( de mensen in Centrum 2 gebied) een overlooplocatie zouden  kunnen krijgen waarbij de wachttijd minder lang is, zodat wij daadwerkelijk iets hebben aan een tijdelijke parkeerplaats. ook al is het dan maar iets verder van het centrum. Op dit moment is er geen enkel alternatief!!!  De mensen in stadsdeel Centrum betalen waarschijnlijk de hoogste huurkosten en enige opties voor deze mensen die het langs wachten op een vergunning) zouden op zijn plaats zijn. Ik sta te popelen om mijn auto te kunnen gebruiken op de manier zoals deze bedoeld is. Effectief en praktisch voor goede doeleinden. Op deze manier
Openbare Ruimte;De laatste maanden staat er vaak een verkeersbord scheef. Ik heb gevraagd de oorzaak te achterhalen, maar krijg geen antwoord. Nu is het weer mis (zie verder).Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Basisinformatie;Vanochtend (do. 29<wbr />/01<wbr />/2015) omstreeks 8:30 u. is een van onze (buitenlandse) gasten beboet voor het parkeren op een plaats waar tijdelijk een wegsleepregeling van toepassing is, vanwege de wegwerkzaamheden in onze straat, Willemsparkweg (bonvolgnr.: 4827150  kenteken: MODJJ113 (D)). Deze regeling was er tot voor kort nog niet. Wij - het hotel - werden door een voorbijganger erop gewezen dat de Dienst Stadstoezicht op het punt stond een auto met Duits kenteken weg te slepen. Het bleek om een auto van een van onze gasten te gaan, aan wie wij gisteren als service onze parkeervergunning hebben aangeboden. (Wij hebben een bedrijfsvergunning, maar dat terzijde.) Wij hebben de gast meteen gewaarschuwd. De gast heeft zich direct gemeld bij de dienstdoende ambtenaar en heeft ook direct haar auto verplaatst. Ondanks dat heeft zij toch een boete van €90 ontvangen. Via deze weg wil ik mij als hotelier en namens de gasten hierover beklagen.De parkeerboete kwijtschelden. Motivatie: De buitenlandse gast heeft de waarschuwingsborden niet gezien, laat staan kunnen lezen of begrijpen (ze is immers buitenlands en kent geen Nederlands). Dat is natuurlijk niet oplettend van de gast en haar eigen verantwoordelijkheid, maar a) zijn de borden niet duidelijk en in alle zicht geplaatst, maar staan zij tegen een boom (?) en b) heeft de gast zich meteen gemeld en haar auto verplaatst. Dat getuigt haar begrip voor de situatie en haar bereidwilligheid. Dat de ambtenaar uiteindelijk toch een boete uitschrijft, vind ik erg kinderachtig en bovenal onvriendelijk naar een gast van het hotel en de stad Amsterdam. Met een beetje empathisch vermogen kun je ook de situatie van de buitenlandse gast begrijpen.<br /><br />Het hotel was niet op de hoogte van de wegsleepregeling, anders hadden wij de gast wel gewaarschuwd. De informatieverstrekking van het project in de Willemsparkweg is in zijn algemeen erg slecht en de uitvoer is erg rommelig.
Basisinformatie;Klacht Mora 0303295 dd 09<wbr />/01<wbr />/2015 Is niet naar behoren afgewerkt. Er liggen nog steeds 3 kerstbomen en de goten op het parkeerterrein Klarenburg  Geerban is al in geen maanden schoongemaakt vooral de goten. De putten raken verstopt door afgevallen herfstblad kartonnen dozen enz. Als men iets verder kijkt dan de neus lang is moet dat opgemerkt worden.s.v.p. zo spoedig mogelijk schoonmaken.
Openbare Ruimte;kauwgum op de stoep. Overal vis en ongezond. Doe iets!Verbieden de kauwgum!<br />http:<wbr />/<wbr />/rt.com<wbr />/uk<wbr />/208035-chewing-gum-cleanup-costs<wbr />/
Basisinformatie;15-04-2015 heb ik mijn auto geparkeerd in de buurt van Oosteinde, om vervolgens te gaan werken. Ik heb gewoon netjes een dagkaart gekocht en vervolgens mijn auto geparkeerd. Toen ik klaar was met werken was mijn auto echter weggesleept. Vervolgens ben ik mijn auto op gaan halen, waar voor ik 373 euro moest betalen. Ik vroeg waarom hij was weggesleept en kreeg als antwoord: 'u stond geparkeerd op een invaliden parkeerplaats'. Dit was eechter niet het geval (ik heb zelfs een foto als bewijs). Omdat ik mijn auto nodig had heb ik het bedrag betaald en ben ik naar huis gegaan. Vervolgens heb ik contact opgenomen met Cition die mij doorverwezen naar de gemeente Amsterdam. Nu wil ik het besluit om mijn auto weg te slepen aanvechten aangezien dit niet terecht was. Mijn vraag is dus: waar kan ik dat doen, waar kan ik met mijn foto terecht zodat ik mijn geld terug kan krijgen?Ik wil mijn 373 euro die ik betaald heb om mijn auto na het onterecht wegslepen ervan terug
Openbare Ruimte;Vanavond heb ik een keer of 5 het  formulier 'Compensatieregeling eigen risico zorgverzekering 2014' proberen in te vullen. Dat gaat iedere keer goed tot het laatste deel (5 Controle gegevens): hoewel de pagina 'verspringt' na het aanvinken van 'ik verklaar dit naar waarheid te hebben ingevuld'  blijft de pagina daarna 'hangen', en uiteindelijk verschijnt of in rood de foutmelding 'u moet dit nog invullen<wbr />/aanvinken', of een algemene mededeling 'er is iets misgegaan, probeer het nog eens'controleren of de software achter dat formulier wel goed geprogrammeerd is
Belasting, Werk en Inkomen;Aan de webmaster van amsterdam.nl:<br />Ondanks dat ik me via de link heb uitgeschreven voor de nieuwsbrieven van de Stadspas, en daarna via de link in de email de uitschrijving heb bevestigd, ontvang ik vandaag opnieuw een Stadspas-nieuwsbrief over Hans Libergs.<br />Als ik me opnieuw wil afmelden op amsterdam.nl zegt het systeem 'U bent niet bekend in het systeem met dit emailadres.' Maar waarom ontvang ik dan toch weer de nieuwsbrief?Zorgen dat het ophoudt. Bvd
Openbare Ruimte;Ik woon in 294-3 Baarsjesweg. Butien mijn wonging, er is een nieuwe parkplaats voor elestrische autos. Voor deze parkplaats was er een parkplaats voor fietsen. Nu is er niet genoeg om fiets te parkeren. Mensen parkered zijn fietsen nabij het muiren - te makkelijk voor dieven.<br /><br />I live in Baarsjesweg 294-3. Outside the flat is a new parking spot for electric cars. Previously there were racks to park bikes in these spots. Now there is not enough space for all the bikes in the area. People leave their bikes against walls which clutter up the pavements and are easy targets for bike thieves.Maken een nieuwe paarkplaats voor fietsen nabij Baarsjesweg 294
Openbare Ruimte;Op donderdagavond 26 februari heb ik op de Jan Evertsenstraat een parkeerkaartje gekocht. Het blijkt dat ik voor 25 minuten parkeren 14,40 hebben betaald. Dat lijkt me niet correct.Dat ik het teveel betaalde bedrag terugkrijg.
Belasting, Werk en Inkomen;Gebruikers van bierfiets die massaal in de openbare ruimte urineren. Exploitant van de bierfiets was borisbus,com van damtours. Op de hoek Lindegracht Lijnbaansgracht wilde meerdere bierfiets gebruikers tegelijk gebruik van de pissoir. Eental van hen kon niet wachten en begonnen toen maar tegen de reclamezuil aan te urineren.Strenger toezien op bierfietsen
